id	common_name	scientific_name	ebird_code
brd_01jzvcg8hys5zq8rak6kn9yv1b	Greenfinch	Chloris chloris	eurgre1
brd_01jzvcg8hzjts2ywzkn6d5zm6a	Twite	Linaria flavirostris	twite1
brd_01jzvcg8j0414rfxtg7rv30m75	Linnet	Linaria cannabina	eurlin1
brd_01jzvcg8j1qte7d8s71sd2s9vv	Common redpoll	Acanthis flammea	redpol1
brd_01jzvcg8j2hse5gca8se3vnjx3	Lesser redpoll	Acanthis cabaret	
brd_01jzvcg8j3vmvzjrn3wtyjfrp1	Arctic redpoll	Acanthis hornemanni	
brd_01jzvcg8j4swtfh1f8f058kdzt	Parrot crossbill	Loxia pytyopsittacus	parcro2
brd_01jzvcg8j54xb2cc3f3j5e7cnd	Scottish crossbill	Loxia scotica	scocro1
brd_01jzvcg8j604744c09gq5z4df1	Common crossbill	Loxia curvirostra	redcro
brd_01jzvcg8j7f7qg05ah5vcrrd3y	Two-barred crossbill	Loxia leucoptera	whwcro
brd_01jzvcg8j8q8kcxkbgj3gjbf0e	Goldfinch	Carduelis carduelis	eurgol
brd_01jzvcg8j916vnn5qyj2dyw29j	Citril finch	Carduelis citrinella	citfin1
brd_01jzvcg8jaq8yvgz430ph4z52j	Serin	Serinus serinus	eurser1
brd_01jzvcg8jbw1hngb9hqm16tqz7	Siskin	Spinus spinus	eursis
brd_01jzvcg8jcp5fx8ekxs5m1evtj	Lapland bunting	Calcarius lapponicus	laplon
brd_01jzvcg8jdeqw88dwatvysezyt	Snow bunting	Plectrophenax nivalis	snobun
brd_01jzvcg8jewck7k2pyfdzh2js9	Corn bunting	Emberiza calandra	corbun1
brd_01jzvcg8jf4jyab9ztg72n28v6	Yellowhammer	Emberiza citrinella	yellow2
brd_01jzvcg8jg0hbacnksf0frjkww	Pine bunting	Emberiza leucocephalos	pinbun
brd_01jzvcg8jhsp6fp4mrhk64pz3b	Rock bunting	Emberiza cia	rocbun1
brd_01jzvcg8jj38f19hytg859ebgg	Ortolan bunting	Emberiza hortulana	ortbun1
brd_01jzvcg8jkmmtb4b9py2ewzvmt	Cretzschmar's bunting	Emberiza caesia	crebun2
brd_01jzvcg8jm6sgahbd22csftan2	Cirl bunting	Emberiza cirlus	cirbun1
brd_01jzvcg8jnk890m0vj1s22fgxv	Chestnut-eared bunting	Emberiza fucata	chebun2
brd_01jzvcg8jpbjrbpkncdhhqhxt4	Little bunting	Emberiza pusilla	litbun
brd_01jzvcg8jqkywnm3ecz3zr7jng	Yellow-browed bunting	Emberiza chrysophrys	yebbun1
brd_01jzvcg8jrwpgvqhdtb976j1vw	Rustic bunting	Emberiza rustica	rusbun
brd_01jzvcg8jsxmarb095vh2yykrw	Yellow-breasted bunting	Emberiza aureola	yebbun
brd_01jzvcg8jtf6f757qxhccx6xev	Chestnut bunting	Emberiza rutila	chebun1
brd_01jzvcg8jv38zj3csm0xdgkwv0	Black-headed bunting	Emberiza melanocephala	blhbun1
brd_01jzvcg8jw00myzvjmpj17exgd	Red-headed bunting	Emberiza bruniceps	rehbun1
brd_01jzvcg8jxnntfh9nb2eackyza	Black-faced bunting	Emberiza spodocephala	bkfbun1
brd_01jzvcg8jyh4z3m88at7h15gdd	Pallas's reed bunting	Emberiza pallasi	palbun
brd_01jzvcg8jzm9wfnvwkd1nbngb7	Reed bunting	Emberiza schoeniclus	reebun
brd_01jzvcg8k0tbvgqkean0npax2t	Lark sparrow	Chondestes grammacus	larspa
brd_01jzvcg8k1dy61cf17f753323j	Dark-eyed junco	Junco hyemalis	daejun
brd_01jzvcg8k24qmjrk6y6mptq7sw	White-crowned sparrow	Zonotrichia leucophrys	whcspa
brd_01jzvcg8k31s8gvbps2yzzgvvt	White-throated sparrow	Zonotrichia albicollis	whtspa
brd_01jzvcg8k4zrt69rnrwkcjmx6z	Savannah sparrow	Passerculus sandwichensis	savspa
brd_01jzvcg8k5n4cqbcc35cvxtvy1	Song sparrow	Melospiza melodia	sonspa
brd_01jzvcg8k6x1201w2s8kxk3nbq	Eastern towhee	Pipilo erythrophthalmus	eastow
brd_01jzvcg8k70d1ay98kc6qxrddw	Bobolink	Dolichonyx oryzivorus	boboli
brd_01jzvcg8k88wszyhy8pwwwx2q5	Baltimore oriole	Icterus galbula	balori
brd_01jzvcg8k91f27a61ymep1z9xf	Red-winged blackbird	Agelaius phoeniceus	rewbla
brd_01jzvcg8ka8vv2j63hx8x5h3dg	Brown-headed cowbird	Molothrus ater	bnhcow
brd_01jzvcg8kbq5wyzfa3qyr0xqz0	Ovenbird	Seiurus aurocapilla	ovenbi1
brd_01jzvcg8kcpaanv9ncw72cqkpg	Northern waterthrush	Parkesia noveboracensis	norwat
brd_01jzvcg8kd0zd19q71rtsqm716	Golden-winged warbler	Vermivora chrysoptera	gowwar
brd_01jzvcg8ke2bas1ne9bm4n0gen	Black-and-white warbler	Mniotilta varia	bawwar
brd_01jzvcg8kfh0xzm8224mpn29n3	Tennessee warbler	Leiothlypis peregrina	tenwar
brd_01jzvcg8kgny4zyewq1n3w9y4r	Common yellowthroat	Geothlypis trichas	comyel
brd_01jzvcg8kh1hwm5e77g2byad1a	Hooded warbler	Setophaga citrina	hoowar
brd_01jzvcg8kjh0d5kw4j92nb1vc3	American redstart	Setophaga ruticilla	amered
brd_01jzvcg8kk8m123ftf5eds4bej	Cape May warbler	Setophaga tigrina	camwar
brd_01jzvcg8km8gmr3nn41ch5ymat	Northern parula	Setophaga americana	norpar
brd_01jzvcg8kn06xtaca9e9mc585w	Magnolia warbler	Setophaga magnolia	magwar
brd_01jzvcg8kpxjq65pj92ek6gpqt	Bay-breasted warbler	Setophaga castanea	babwar
brd_01jzvcg8kqrs0yzseyvdxvk7xd	Blackburnian warbler	Setophaga fusca	bkbwar
brd_01jzvcg8kr00pn3a9217kzpznf	Yellow warbler	Setophaga petechia	manwar1
brd_01jzvcg8ksw036atbs3vb5ddwg	Chestnut-sided warbler	Setophaga pensylvanica	chswar
brd_01jzvcg8kt3zn3cvws93m3b8gs	Blackpoll warbler	Setophaga striata	bkpwar
brd_01jzvcg8kvhrvp75jae7622563	Yellow-rumped warbler	Setophaga coronata	yerwar
brd_01jzvcg8kw5zmqd27g2gv08csv	Canada warbler	Cardellina canadensis	canwar
brd_01jzvcg8kxr124g1hhtk682gb6	Wilson's warbler	Cardellina pusilla	wlswar
brd_01jzvcg8kyj9a3r7hgbhhaqvb7	Summer tanager	Piranga rubra	sumtan
brd_01jzvcg8kz0k59zf9x075waw8v	Scarlet tanager	Piranga olivacea	scatan
brd_01jzvcg8m0hz4d0fk6xv72h3ty	Rose-breasted grosbeak	Pheucticus ludovicianus	robgro
brd_01jzvcg8m1x7523xg5d37pk5kt	Indigo bunting	Passerina cyanea	indbun
